"origin","destination","dms_mode","trade_type","Grouped_sctg2","Tons_2022","Value_2022"
"3062","8",3,"Export","Machinery, Electric, and Precision Instruments",1.00261827601411,90.819303
"3062","8",3,"Export","Mixed Freight",0.0872655423280424,23.48291
"3062","8",3,"Export","Nonmetallic Mineral and Base Metal Products",0.106806988536155,5.4775
"3062","8",3,"Export","Textiles and Leather",0.00161651234567901,0.192877
"3062","8",3,"Export","Vehicles and Transportation Equipment",0.756767305996473,132.51582
"3064","1",3,"Export","Textiles and Leather",0.00211078042328042,0.055313
"3064","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00138205467372134,0.093009
"3064","2",3,"Export","Textiles and Leather",0.0015244708994709,0.028564
"3064","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.000912698412698413,0.053271
"3064","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00231481481481481,0.00881
"3064","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00294400352733686,0.138521
"3064","8",3,"Export","Machinery, Electric, and Precision Instruments",0.000652226631393298,0.127756
"3066","1",3,"Export","Energy Products",115.691304122575,291.655807
"3066","1",3,"Export","Food, Alcohol and Tobacco",124.87792989418,724.915058
"3066","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",24.13861585097,84.02614
"3066","2",3,"Export","Energy Products",67.3142154982363,228.190283
"3066","2",3,"Export","Food, Alcohol and Tobacco",2347.2425338404,10047.748091
"3066","3",3,"Export","Energy Products",10.2732609126984,46.767633
"3066","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.20484005731922,18.1931
"3066","4",3,"Export","Energy Products",79.1106908068783,611.68945
"3066","4",3,"Export","Food, Alcohol and Tobacco",119.48800297619,484.651628
"3066","6",3,"Export","Aggregates",6.50383597883598,5.9002
"3066","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",8.67446726190476,40.395367
"3066","6",3,"Export","Energy Products",514.471241181658,3304.757986
"3066","6",3,"Export","Food, Alcohol and Tobacco",427.673496582893,1529.108358
"3066","6",3,"Export","Machinery, Electric, and Precision Instruments",0.00528064373897707,0.961805
"3066","6",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0149297839506173,0.405681
"3066","6",3,"Export","Textiles and Leather",0.00257859347442681,0.312325
"3066","6",3,"Export","Vehicles and Transportation Equipment",0.0086084656084656,1.348037
"3066","8",3,"Export","Aggregates",51.7860383597884,42.002384
"3066","8",3,"Export","Agriculture and Fish",1.97530864197531,8.1536
"3066","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",49.767789792769,196.784602
"3066","8",3,"Export","Energy Products",360.053711419753,1723.150019
"3066","8",3,"Export","Food, Alcohol and Tobacco",202.606688381834,978.450591
"3066","8",3,"Export","Nonmetallic Mineral and Base Metal Products",2.65432098765432,11.2896
"3068","6",3,"Export","Agriculture and Fish",0.00216071428571429,0.064123
"3072","2",3,"Export","Textiles and Leather",0.0478688271604938,1.328853
"3072","4",3,"Export","Machinery, Electric, and Precision Instruments",2.40299823633157e-05,0.013266
"3072","6",3,"Export","Aggregates",0.337701499118166,0.310115
"3072","6",3,"Export","Agriculture and Fish",11.6409174382716,207.392598
"3072","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1.67657771164021,40.59381
"3072","6",3,"Export","Energy Products",1.99428924162258,52.789563
"3072","6",3,"Export","Food, Alcohol and Tobacco",3.42133388447972,60.531493
"3072","6",3,"Export","Machinery, Electric, and Precision Instruments",0.366810626102293,59.13782
"3072","6",3,"Export","Mixed Freight",0.139332010582011,3.752842
"3072","6",3,"Export","Nonmetallic Mineral and Base Metal Products",0.291963955026455,10.748938
"3072","6",3,"Export","Raw and Finished Wood Products",39.7899511684303,305.511576
"3072","6",3,"Export","Textiles and Leather",10.9303838183421,347.415561
"3072","6",3,"Export","Vehicles and Transportation Equipment",0.0458219797178131,5.585161
"3072","8",3,"Export","Textiles and Leather",0.00161761463844797,0.01291
"3077","1",3,"Export","Aggregates",0.211882495590829,1.658829
"3077","1",3,"Export","Agriculture and Fish",22.6458640873016,270.446214
"3077","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",103.163212962963,1288.434613
"3077","1",3,"Export","Energy Products",293.526401234568,1782.791574
"3077","1",3,"Export","Food, Alcohol and Tobacco",252.082930555556,1047.814158
"3077","1",3,"Export","Machinery, Electric, and Precision Instruments",4.63447442680776,801.84116
"3077","1",3,"Export","Mixed Freight",0.292310405643739,27.929784
"3077","1",3,"Export","Nonmetallic Mineral and Base Metal Products",2.2714151234568,125.489522
"3077","1",3,"Export","Raw and Finished Wood Products",0.491650462962963,8.026017
"3077","1",3,"Export","Textiles and Leather",5.92711750440917,61.85319
"3077","1",3,"Export","Vehicles and Transportation Equipment",4.00584104938272,194.67773
"3077","2",3,"Export","Aggregates",5.34645623897707,47.20563
"3077","2",3,"Export","Agriculture and Fish",13.920780643739,348.472783
"3077","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1059.2674962522,13169.67252
"3077","2",3,"Export","Energy Products",3464.15315255732,19794.619027
"3077","2",3,"Export","Food, Alcohol and Tobacco",167.902620590829,1143.313745
"3077","2",3,"Export","Machinery, Electric, and Precision Instruments",15.6402183641976,2548.267723
"3077","2",3,"Export","Mixed Freight",0.380852072310406,84.618116
"3077","2",3,"Export","Nonmetallic Mineral and Base Metal Products",59.2300289902998,1007.911641
"3077","2",3,"Export","Raw and Finished Wood Products",7.85338084215168,52.401501
"3077","2",3,"Export","Textiles and Leather",36.6850430996473,787.954797
"3077","2",3,"Export","Vehicles and Transportation Equipment",11.6906985229276,974.625715
"3077","3",3,"Export","Aggregates",0.37074823633157,1.326578
"3077","3",3,"Export","Agriculture and Fish",0.446127865961199,16.574227
"3077","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",22.1143896604938,270.670802
"3077","3",3,"Export","Energy Products",46.5428605599647,275.811786
"3077","3",3,"Export","Food, Alcohol and Tobacco",0.725834656084657,24.432658
"3077","3",3,"Export","Machinery, Electric, and Precision Instruments",1.08133465608466,210.173405
"3077","3",3,"Export","Mixed Freight",0.0604921737213405,8.050356
"3077","3",3,"Export","Nonmetallic Mineral and Base Metal Products",0.589343915343915,29.79701
"3077","3",3,"Export","Raw and Finished Wood Products",0.241511133156966,1.834283
"3077","3",3,"Export","Textiles and Leather",0.038625,8.296152
"3077","3",3,"Export","Vehicles and Transportation Equipment",0.463849867724868,53.509045
"3077","4",3,"Export","Aggregates",0.0961806657848325,0.369788
"3077","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",392.675428681657,3809.215286
"3077","4",3,"Export","Energy Products",1905.64919951499,13677.969776
"3077","4",3,"Export","Food, Alcohol and Tobacco",43.9903474426808,161.014457
"3077","4",3,"Export","Machinery, Electric, and Precision Instruments",0.414822641093474,90.548248
"3077","4",3,"Export","Mixed Freight",0.00896770282186949,5.183462
"3077","4",3,"Export","Nonmetallic Mineral and Base Metal Products",21.7433096340388,104.3566
"3077","4",3,"Export","Raw and Finished Wood Products",0.0151785714285714,0.124775
"3077","4",3,"Export","Textiles and Leather",0.0162492283950617,1.773061
"3077","4",3,"Export","Vehicles and Transportation Equipment",0.01443430335097,2.044593
"3077","6",3,"Export","Aggregates",8.99630776014109,45.572938
"3077","6",3,"Export","Agriculture and Fish",18.1221517857143,348.780705
"3077","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",614.10786893739,8605.797657
"3077","6",3,"Export","Energy Products",3117.13293496473,23132.416531
"3077","6",3,"Export","Food, Alcohol and Tobacco",154.994242835097,814.680692
"3077","6",3,"Export","Machinery, Electric, and Precision Instruments",13.6513044532628,2243.437281
"3077","6",3,"Export","Mixed Freight",1.22692085537919,119.937429
"3077","6",3,"Export","Nonmetallic Mineral and Base Metal Products",13.4486082451499,426.706921
"3077","6",3,"Export","Raw and Finished Wood Products",13.5263983686067,49.139798
"3077","6",3,"Export","Textiles and Leather",15.3640793650794,353.533772
"3077","6",3,"Export","Vehicles and Transportation Equipment",5.14117548500882,590.090606
"3077","8",3,"Export","Aggregates",6.38015145502646,447.094405
"3077","8",3,"Export","Agriculture and Fish",5.95755070546737,258.985688
"3077","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",642.39021946649,10006.564245
"3077","8",3,"Export","Energy Products",2676.49109347443,16268.984252
"3077","8",3,"Export","Food, Alcohol and Tobacco",46.7771315035274,424.353138
"3077","8",3,"Export","Machinery, Electric, and Precision Instruments",10.2866786816578,2461.53119
"3077","8",3,"Export","Mixed Freight",0.710036375661375,314.803704
"3077","8",3,"Export","Nonmetallic Mineral and Base Metal Products",23.9718660714286,560.669393
"3077","8",3,"Export","Raw and Finished Wood Products",11.1938513007055,55.759226
"3077","8",3,"Export","Textiles and Leather",20.6809246031746,531.059835
"3077","8",3,"Export","Vehicles and Transportation Equipment",8.96555368165784,650.968539
"3082","2",3,"Export","Aggregates",0.00410956790123457,0.02304
"3082","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00671957671957672,0.452538
"3082","2",3,"Export","Machinery, Electric, and Precision Instruments",0.000887345679012346,3.455189
"3082","2",3,"Export","Nonmetallic Mineral and Base Metal Products",0.00926223544973545,0.074707
"3082","2",3,"Export","Textiles and Leather",0.000109126984126984,0.005248
"3082","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.130358465608466,22.726438
"3082","8",3,"Export","Machinery, Electric, and Precision Instruments",0.0715850970017637,39.334677
"3082","8",3,"Export","Raw and Finished Wood Products",0.0622933201058201,4.853984
"3082","8",3,"Export","Vehicles and Transportation Equipment",0.0352691798941799,355.946167
"3083","1",3,"Export","Agriculture and Fish",0.927872354497354,8.733477
"3083","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.040361331569665,1.577245
"3083","1",3,"Export","Energy Products",0.00194995590828924,0.014
"3083","1",3,"Export","Food, Alcohol and Tobacco",0.0652021604938272,0.960469
"3083","1",3,"Export","Machinery, Electric, and Precision Instruments",0.404596891534392,18.417216
"3083","1",3,"Export","Mixed Freight",0.00392305996472663,0.86307
"3083","1",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0111636904761905,0.208295
"3083","1",3,"Export","Raw and Finished Wood Products",0.255485670194003,1.711789
"3083","1",3,"Export","Textiles and Leather",0.00749746472663139,0.311665
"3083","1",3,"Export","Vehicles and Transportation Equipment",5.21715718694886,209.163082
"3083","2",3,"Export","Aggregates",0.160976190476191,1.006699
"3083","2",3,"Export","Agriculture and Fish",1.54965850970018,31.32114
"3083","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",4.18757253086419,119.851979
"3083","2",3,"Export","Energy Products",0.0359336419753086,1.006901
"3083","2",3,"Export","Food, Alcohol and Tobacco",3.14995260141093,61.684246
"3083","2",3,"Export","Machinery, Electric, and Precision Instruments",0.92970844356261,96.966253
"3083","2",3,"Export","Mixed Freight",0.107183201058201,13.775954
"3083","2",3,"Export","Nonmetallic Mineral and Base Metal Products",10.9616828703704,264.998972
"3083","2",3,"Export","Raw and Finished Wood Products",23.6431611552028,218.55542
"3083","2",3,"Export","Textiles and Leather",0.119015652557319,6.341593
"3083","2",3,"Export","Vehicles and Transportation Equipment",12.6099632936507,2134.146179
"3083","3",3,"Export","Agriculture and Fish",0.000224977954144621,0.16145
"3083","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.143751102292769,4.483824
"3083","3",3,"Export","Food, Alcohol and Tobacco",0.111301697530864,1.853099
"3083","3",3,"Export","Machinery, Electric, and Precision Instruments",0.528405753968254,59.413131
"3083","3",3,"Export","Mixed Freight",0.0023589065255732,0.263317
"3083","3",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0420925925925926,2.821477
"3083","3",3,"Export","Raw and Finished Wood Products",0.0359291225749559,0.521181
"3083","3",3,"Export","Vehicles and Transportation Equipment",2.19774911816579,344.715151
"3083","4",3,"Export","Agriculture and Fish",0.00047718253968254,0.047475
"3083","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0748560405643739,1.651452
"3083","4",3,"Export","Food, Alcohol and Tobacco",0.0626946649029982,1.185949
"3083","4",3,"Export","Machinery, Electric, and Precision Instruments",0.00225187389770723,3.238222
"3083","4",3,"Export","Mixed Freight",0.00242504409171076,0.025
"3083","4",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0131709656084656,0.280684
"3083","4",3,"Export","Raw and Finished Wood Products",0.525082561728395,2.361198
"3083","4",3,"Export","Vehicles and Transportation Equipment",0.921560956790124,121.321843
"3083","6",3,"Export","Aggregates",0.461544863315697,2.938877
"3083","6",3,"Export","Agriculture and Fish",9.10751873897707,128.027812
"3083","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",13.7606717372134,778.58353
"3083","6",3,"Export","Energy Products",0.375997685185185,3.895716
"3083","6",3,"Export","Food, Alcohol and Tobacco",9.95921781305116,188.21381
"3083","6",3,"Export","Machinery, Electric, and Precision Instruments",8.30846351410935,1331.103345
"3083","6",3,"Export","Mixed Freight",0.534299603174603,43.742913
"3083","6",3,"Export","Nonmetallic Mineral and Base Metal Products",2.60039770723104,156.185901
"3083","6",3,"Export","Raw and Finished Wood Products",8.20790939153439,80.433649
"3083","6",3,"Export","Textiles and Leather",0.858054343033509,56.664705
"3083","6",3,"Export","Vehicles and Transportation Equipment",5.73946792328043,817.048274
"3083","8",3,"Export","Aggregates",0.330909501763668,1.501409
"3083","8",3,"Export","Agriculture and Fish",0.418122795414462,5.466793
"3083","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.651408179012345,32.821462
"3083","8",3,"Export","Energy Products",0.00189263668430335,0.012007
"3083","8",3,"Export","Food, Alcohol and Tobacco",0.49614417989418,8.338646
"3083","8",3,"Export","Machinery, Electric, and Precision Instruments",0.258538690476191,45.385248
"3083","8",3,"Export","Mixed Freight",0.0250943562610229,3.535094
"3083","8",3,"Export","Nonmetallic Mineral and Base Metal Products",0.53178262786596,16.683278
"3083","8",3,"Export","Raw and Finished Wood Products",28.8011014109347,26.366773
"3083","8",3,"Export","Textiles and Leather",0.00513657407407407,0.65253
"3083","8",3,"Export","Vehicles and Transportation Equipment",0.548061177248677,71.912248
"3087","4",3,"Export","Vehicles and Transportation Equipment",0.0709704585537919,12.508293
"3087","6",3,"Export","Agriculture and Fish",0.106527557319224,1.077524
"3087","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00261000881834215,0.081717
"3087","6",3,"Export","Food, Alcohol and Tobacco",0.0119541446208113,0.252379
"3087","6",3,"Export","Machinery, Electric, and Precision Instruments",0.00171130952380953,0.60934
"3087","6",3,"Export","Mixed Freight",0.000268077601410934,0.01407
"3087","6",3,"Export","Nonmetallic Mineral and Base Metal Products",0.000693672839506172,0.075495
"3087","6",3,"Export","Raw and Finished Wood Products",0.000527336860670194,0.053899
"3087","6",3,"Export","Textiles and Leather",0.000407627865961199,0.033033
"3087","6",3,"Export","Vehicles and Transportation Equipment",0.0548013668430335,8.692905
"3092","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.28809964726631,9.560951
"3092","1",3,"Export","Energy Products",13.198226521164,118.36997
"3092","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",30.1393994708995,151.03357
"3092","2",3,"Export","Energy Products",730.356231040564,4071.158525
"3092","2",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0543909832451499,1.382882
"3092","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",7.12028373015873,67.967187
"3092","4",3,"Export","Energy Products",299.337001653439,2597.341571
"3092","4",3,"Export","Food, Alcohol and Tobacco",1.77432231040565,8.753
"3092","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",122.372691798942,491.768959
"3092","6",3,"Export","Energy Products",707.285976631393,6198.762243
"3092","6",3,"Export","Food, Alcohol and Tobacco",13.1547493386243,43.779909
"3092","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",74.1496276455026,419.041551
"3092","8",3,"Export","Energy Products",1468.15939451058,11323.952804
"3092","8",3,"Export","Machinery, Electric, and Precision Instruments",3.19664902998236e-06,0.004024
"3092","8",3,"Export","Vehicles and Transportation Equipment",4.33201058201058e-05,0.003023
"3099","4",3,"Export","Machinery, Electric, and Precision Instruments",0.100337962962963,152.59421
"3099","4",3,"Export","Mixed Freight",0.00464528218694885,1.523056
"3099","4",3,"Export","Textiles and Leather",0.00014891975308642,0.045428
"3106","1",3,"Export","Aggregates",0.000300044091710758,0.006445
"3106","1",3,"Export","Agriculture and Fish",0.0334149029982363,1.339817
"3106","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.611472001763668,18.033723
"3106","1",3,"Export","Energy Products",0.129003968253968,0.544943
"3106","1",3,"Export","Food, Alcohol and Tobacco",0.300733465608465,11.168429
"3106","1",3,"Export","Machinery, Electric, and Precision Instruments",0.237717261904762,20.485018
"3106","1",3,"Export","Mixed Freight",0.0349805996472663,8.539779
"3106","1",3,"Export","Nonmetallic Mineral and Base Metal Products",0.021546626984127,2.097135
"3106","1",3,"Export","Raw and Finished Wood Products",0.019415343915344,0.273643
"3106","1",3,"Export","Textiles and Leather",0.0542023809523809,0.726386
"3106","1",3,"Export","Vehicles and Transportation Equipment",0.240779210758377,22.16741
"3106","2",3,"Export","Aggregates",0.0467512125220459,0.570444
"3106","2",3,"Export","Agriculture and Fish",0.452040674603175,26.969226
"3106","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1.76506834215167,109.921412
"3106","2",3,"Export","Energy Products",0.333328152557319,1.572934
"3106","2",3,"Export","Food, Alcohol and Tobacco",3.17169268077601,82.526659
"3106","2",3,"Export","Machinery, Electric, and Precision Instruments",0.796185405643738,86.996012
"3106","2",3,"Export","Mixed Freight",0.121989417989418,18.679074
"3106","2",3,"Export","Nonmetallic Mineral and Base Metal Products",36.2063785273369,349.364595
"3106","2",3,"Export","Raw and Finished Wood Products",18.6174710097002,37.337882
"3106","2",3,"Export","Textiles and Leather",0.186782738095238,10.899267
"3106","2",3,"Export","Vehicles and Transportation Equipment",0.599280864197531,71.3598
"3106","3",3,"Export","Aggregates",0.0119740961199295,0.1745
"3106","3",3,"Export","Agriculture and Fish",0.00678769841269841,1.661051
"3106","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0632037037037036,6.597338
"3106","3",3,"Export","Energy Products",0.00782352292768959,0.151591
"3106","3",3,"Export","Food, Alcohol and Tobacco",0.128415013227513,6.140927
"3106","3",3,"Export","Machinery, Electric, and Precision Instruments",0.0291068121693122,7.514826
"3106","3",3,"Export","Mixed Freight",0.00501929012345679,0.638459
"3106","3",3,"Export","Nonmetallic Mineral and Base Metal Products",0.000743937389770723,0.143545
"3106","3",3,"Export","Raw and Finished Wood Products",0.00606613756613757,0.366947
"3106","3",3,"Export","Textiles and Leather",0.00190079365079365,0.422418
"3106","3",3,"Export","Vehicles and Transportation Equipment",0.0103321208112875,2.345108
"3106","4",3,"Export","Agriculture and Fish",0.0104330908289242,0.11389
"3106","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00962059082892415,0.867466
"3106","4",3,"Export","Food, Alcohol and Tobacco",0.0808136022927689,2.354811
"3106","4",3,"Export","Machinery, Electric, and Precision Instruments",0.0261188271604938,5.560254
"3106","4",3,"Export","Mixed Freight",0.00426741622574956,1.07475
"3106","4",3,"Export","Nonmetallic Mineral and Base Metal Products",0.146657848324515,4.065443
"3106","4",3,"Export","Raw and Finished Wood Products",1.2786688712522,5.920434
"3106","4",3,"Export","Textiles and Leather",0.00672453703703703,0.68165
"3106","4",3,"Export","Vehicles and Transportation Equipment",0.00261618165784833,1.251046
"3106","6",3,"Export","Aggregates",3.66910537918871,19.304943
"3106","6",3,"Export","Agriculture and Fish",11.2394610890653,431.693286
"3106","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",27.3923644179894,1496.013622
"3106","6",3,"Export","Energy Products",7.89087665343915,114.436954
"3106","6",3,"Export","Food, Alcohol and Tobacco",32.1263716931217,764.742264
"3106","6",3,"Export","Machinery, Electric, and Precision Instruments",18.4416736111111,3777.107023
"3106","6",3,"Export","Mixed Freight",3.20544720017637,508.119508
"3106","6",3,"Export","Nonmetallic Mineral and Base Metal Products",7.72776488095238,493.2575
"3106","6",3,"Export","Raw and Finished Wood Products",11.9307685185185,227.724814
"3106","6",3,"Export","Textiles and Leather",32.5254451058201,1376.479983
"3106","6",3,"Export","Vehicles and Transportation Equipment",12.4656800044092,802.389133
"3106","8",3,"Export","Aggregates",0.0880683421516754,0.930216
"3106","8",3,"Export","Agriculture and Fish",0.607208994708994,47.996104
"3106","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1.36456382275132,123.396998
"3106","8",3,"Export","Energy Products",0.125585317460317,2.67929
"3106","8",3,"Export","Food, Alcohol and Tobacco",2.92523974867725,107.45516
"3106","8",3,"Export","Machinery, Electric, and Precision Instruments",0.556462962962963,110.34505
"3106","8",3,"Export","Mixed Freight",0.509936618165785,139.651602
"3106","8",3,"Export","Nonmetallic Mineral and Base Metal Products",1.55423335537919,65.247642
"3106","8",3,"Export","Raw and Finished Wood Products",3.37450154320988,12.896949
"3106","8",3,"Export","Textiles and Leather",0.10569389329806,12.337512
"3106","8",3,"Export","Vehicles and Transportation Equipment",3.4688802910053,276.626019
"3111","1",3,"Export","Agriculture and Fish",1.64155886243386,16.018102
"3111","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.35303373015873,14.643916
"3111","1",3,"Export","Energy Products",37.7674250440917,0
"3111","1",3,"Export","Food, Alcohol and Tobacco",29.9718517416226,166.476259
"3111","1",3,"Export","Machinery, Electric, and Precision Instruments",0.00595304232804233,2.204899
"3111","1",3,"Export","Mixed Freight",0.000555004409171076,0.015
"3111","1",3,"Export","Nonmetallic Mineral and Base Metal Products",0.00748842592592593,0.219033
"3111","1",3,"Export","Raw and Finished Wood Products",11.8917954144621,101.512946
"3111","1",3,"Export","Textiles and Leather",0,1.679874
"3111","2",3,"Export","Aggregates",3.07934810405644,2.851652
"3111","2",3,"Export","Agriculture and Fish",17.8036894841269,287.639027
"3111","2",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",39.3538369708995,1437.894512
"3111","2",3,"Export","Energy Products",172.329587742504,1.83872
"3111","2",3,"Export","Food, Alcohol and Tobacco",34.9193073192239,197.993247
"3111","2",3,"Export","Machinery, Electric, and Precision Instruments",0.375994598765432,50.220551
"3111","2",3,"Export","Mixed Freight",0.0194128086419753,3.391338
"3111","2",3,"Export","Nonmetallic Mineral and Base Metal Products",4.73477447089948,128.129805
"3111","2",3,"Export","Raw and Finished Wood Products",82.4878447971781,660.494144
"3111","2",3,"Export","Textiles and Leather",0.453872244268077,39.417469
"3111","2",3,"Export","Vehicles and Transportation Equipment",0.103324845679013,7.870572
"3111","3",3,"Export","Aggregates",0.018452380952381,0.169445
"3111","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.294560185185186,7.771153
"3111","3",3,"Export","Energy Products",0.010337962962963,0.156388
"3111","3",3,"Export","Food, Alcohol and Tobacco",0.026224647266314,0.437057
"3111","3",3,"Export","Machinery, Electric, and Precision Instruments",0.011781746031746,3.009763
"3111","3",3,"Export","Mixed Freight",0.00110152116402116,0.441706
"3111","3",3,"Export","Nonmetallic Mineral and Base Metal Products",1.21841909171076,26.428517
"3111","3",3,"Export","Raw and Finished Wood Products",0.876778218694886,4.679759
"3111","3",3,"Export","Textiles and Leather",0.00564759700176367,0.672993
"3111","3",3,"Export","Vehicles and Transportation Equipment",0.0060788139329806,1.172419
"3111","4",3,"Export","Aggregates",5.24278791887125,6.549249
"3111","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.49444852292769,27.474596
"3111","4",3,"Export","Energy Products",4.54052182539683,41.546216
"3111","4",3,"Export","Food, Alcohol and Tobacco",12.2045491622575,51.362728
"3111","4",3,"Export","Machinery, Electric, and Precision Instruments",5.95238095238095e-06,0.089856
"3111","4",3,"Export","Nonmetallic Mineral and Base Metal Products",33.6989503968254,330.728487
"3111","4",3,"Export","Raw and Finished Wood Products",21.7187851631393,105.937312
"3111","4",3,"Export","Vehicles and Transportation Equipment",0.117532958553792,2.024383
"3111","6",3,"Export","Aggregates",0.401040233686067,1.663553
"3111","6",3,"Export","Agriculture and Fish",9.65055478395062,116.720477
"3111","6",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",3.50131922398589,82.570136
"3111","6",3,"Export","Energy Products",214.599818783069,601.403939
"3111","6",3,"Export","Food, Alcohol and Tobacco",1.51041082451499,21.419705
"3111","6",3,"Export","Machinery, Electric, and Precision Instruments",0.413920524691358,56.836875
"3111","6",3,"Export","Mixed Freight",0.0314972442680776,1.505512
"3111","6",3,"Export","Nonmetallic Mineral and Base Metal Products",6.2741569664903,100.331
"3111","6",3,"Export","Raw and Finished Wood Products",46.5367892416226,319.408047
"3111","6",3,"Export","Textiles and Leather",0.907927358906526,30.063261
"3111","6",3,"Export","Vehicles and Transportation Equipment",0.258066137566137,51.654016
"3111","8",3,"Export","Aggregates",0.430375440917108,1.035847
"3111","8",3,"Export","Agriculture and Fish",1.10156216931217,10.065345
"3111","8",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",20.2492361111111,499.910268
"3111","8",3,"Export","Energy Products",595.474008818342,3.454771
"3111","8",3,"Export","Food, Alcohol and Tobacco",2.40329706790124,14.079787
"3111","8",3,"Export","Machinery, Electric, and Precision Instruments",0.119960537918871,35.056031
"3111","8",3,"Export","Mixed Freight",0.00139109347442681,0.110938
"3111","8",3,"Export","Nonmetallic Mineral and Base Metal Products",8.064583994709,118.689688
"3111","8",3,"Export","Raw and Finished Wood Products",136.09208531746,592.327229
"3111","8",3,"Export","Textiles and Leather",0.572835427689594,40.115212
"3111","8",3,"Export","Vehicles and Transportation Equipment",0.0763575837742504,23.903551
"3113","1",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00173897707231041,0.381001
"3113","1",3,"Export","Energy Products",0.000623567019400353,0.01056
"3113","1",3,"Export","Food, Alcohol and Tobacco",0.000175044091710758,0.011903
"3113","1",3,"Export","Machinery, Electric, and Precision Instruments",0.0395869708994709,6.752007
"3113","1",3,"Export","Mixed Freight",0.00369036596119929,0.246224
"3113","1",3,"Export","Nonmetallic Mineral and Base Metal Products",0.254045414462081,14.557021
"3113","1",3,"Export","Textiles and Leather",0.00123710317460317,0.090567
"3113","1",3,"Export","Vehicles and Transportation Equipment",0.00468584656084656,0.259004
"3113","2",3,"Export","Energy Products",610.477270502646,3650.972118
"3113","3",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1.168430335097e-05,0.021754
"3113","3",3,"Export","Machinery, Electric, and Precision Instruments",0.0073452380952381,2.428574
"3113","3",3,"Export","Mixed Freight",0.000170855379188712,0.066925
"3113","3",3,"Export","Nonmetallic Mineral and Base Metal Products",0.0101733906525573,1.181826
"3113","3",3,"Export","Textiles and Leather",0.000111331569664903,0.020052
"3113","3",3,"Export","Vehicles and Transportation Equipment",0.0110826719576719,0.165546
"3113","4",3,"Export","Chemicals, Pharmaceuticals, Plastics, and Rubber",1.03383432539683,6.121224
"3113","4",3,"Export","Energy Products",11.7802757936508,64.337726
"3113","4",3,"Export","Machinery, Electric, and Precision Instruments",0.137914241622575,32.359373
"3113","4",3,"Export","Mixed Freight",0.00517085537918871,0.373318
