"origin","destination","dms_mode","trade_type","Grouped_sctg2","Tons_2022","Value_2022"
"1","3005",3,"Import","Agriculture and Fish",0.0369437830687831,0
"1","3005",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0524519400352734,0
"1","3005",3,"Import","Energy Products",1.58730158730159e-05,0
"1","3005",3,"Import","Food, Alcohol and Tobacco",0.00497431657848324,0
"1","3005",3,"Import","Machinery, Electric, and Precision Instruments",0.0419641754850088,0
"1","3005",3,"Import","Mixed Freight",0.0161783509700176,0
"1","3005",3,"Import","Nonmetallic Mineral and Base Metal Products",0.00524283509700177,0
"1","3005",3,"Import","Raw and Finished Wood Products",0.0048694885361552,0
"1","3005",3,"Import","Textiles and Leather",0.072215057319224,0
"1","3005",3,"Import","Vehicles and Transportation Equipment",0.0140149911816579,0
"1","3007",3,"Import","Agriculture and Fish",0.0071984126984127,0
"1","3007",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",8.28924162257496e-05,0
"1","3007",3,"Import","Food, Alcohol and Tobacco",2.09435626102293e-05,0
"1","3007",3,"Import","Machinery, Electric, and Precision Instruments",9.16005291005291e-05,0
"1","3007",3,"Import","Mixed Freight",3.14153439153439e-05,0
"1","3007",3,"Import","Nonmetallic Mineral and Base Metal Products",2.75573192239859e-06,0
"1","3007",3,"Import","Raw and Finished Wood Products",0.000103505291005291,0
"1","3007",3,"Import","Textiles and Leather",0.00516787918871252,0
"1","3009",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.855534
"1","3009",3,"Import","Energy Products",0,168.292256
"1","3009",3,"Import","Food, Alcohol and Tobacco",0,0.341271
"1","3011",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.472979
"1","3011",3,"Import","Food, Alcohol and Tobacco",0,0.590566
"1","3020",3,"Import","Aggregates",0,1.1312
"1","3020",3,"Import","Nonmetallic Mineral and Base Metal Products",0,233.337757
"1","3022",3,"Import","Nonmetallic Mineral and Base Metal Products",0.000110890652557319,0
"1","3022",3,"Import","Vehicles and Transportation Equipment",0,442.70907
"1","3024",3,"Import","Aggregates",0,10.583962
"1","3024",3,"Import","Agriculture and Fish",0,7.81879
"1","3024",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,243.634059
"1","3024",3,"Import","Energy Products",0,17.661921
"1","3024",3,"Import","Food, Alcohol and Tobacco",0,64.116534
"1","3024",3,"Import","Machinery, Electric, and Precision Instruments",0.0919486331569665,246.102303
"1","3024",3,"Import","Mixed Freight",0.00112973985890653,25.008717
"1","3024",3,"Import","Nonmetallic Mineral and Base Metal Products",0,82.623903
"1","3024",3,"Import","Raw and Finished Wood Products",0,9.020144
"1","3024",3,"Import","Textiles and Leather",0,359.819559
"1","3024",3,"Import","Vehicles and Transportation Equipment",0,46.694524
"1","3026",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.000500440917107584,0
"1","3026",3,"Import","Energy Products",4.40917107583774e-05,0
"1","3026",3,"Import","Machinery, Electric, and Precision Instruments",0.00467768959435626,0
"1","3026",3,"Import","Mixed Freight",0.00043694885361552,0
"1","3026",3,"Import","Nonmetallic Mineral and Base Metal Products",0.000301256613756613,0
"1","3026",3,"Import","Raw and Finished Wood Products",0.000473544973544973,0
"1","3026",3,"Import","Textiles and Leather",0.00399217372134039,0
"1","3026",3,"Import","Vehicles and Transportation Equipment",0.000199514991181658,0
"1","3032",3,"Import","Aggregates",0,4.830362
"1","3032",3,"Import","Energy Products",0,50.438464
"1","3034",3,"Import","Agriculture and Fish",0.00182220017636684,0
"1","3034",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00144389329805996,0
"1","3034",3,"Import","Food, Alcohol and Tobacco",0.00101851851851852,0
"1","3034",3,"Import","Machinery, Electric, and Precision Instruments",0.0206061507936508,0
"1","3034",3,"Import","Mixed Freight",0.00401554232804233,0
"1","3034",3,"Import","Nonmetallic Mineral and Base Metal Products",0.000191909171075838,0
"1","3034",3,"Import","Raw and Finished Wood Products",0.00205467372134038,0
"1","3034",3,"Import","Textiles and Leather",0.0459511684303351,0
"1","3034",3,"Import","Vehicles and Transportation Equipment",0.000327932098765432,0
"1","3042",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.000157407407407407,0
"1","3042",3,"Import","Machinery, Electric, and Precision Instruments",0.00020271164021164,0
"1","3042",3,"Import","Mixed Freight",4.14462081128748e-05,0
"1","3042",3,"Import","Textiles and Leather",2.86596119929453e-06,0
"1","3047",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.20458553791887e-07,0
"1","3047",3,"Import","Machinery, Electric, and Precision Instruments",4.37610229276896e-05,0
"1","3056",3,"Import","Food, Alcohol and Tobacco",6.33818342151675e-05,0
"1","3057",3,"Import","Food, Alcohol and Tobacco",0,0.408026
"1","3057",3,"Import","Machinery, Electric, and Precision Instruments",0,6.868307
"1","3057",3,"Import","Mixed Freight",0,1.151605
"1","3057",3,"Import","Textiles and Leather",0,0.00026
"1","3057",3,"Import","Vehicles and Transportation Equipment",0,1.138975
"1","3060",3,"Import","Machinery, Electric, and Precision Instruments",7.73809523809524e-05,0
"1","3060",3,"Import","Mixed Freight",0.00393937389770723,0
"1","3060",3,"Import","Raw and Finished Wood Products",2.65652557319224e-05,0
"1","3060",3,"Import","Textiles and Leather",0.000257716049382716,0
"1","3060",3,"Import","Vehicles and Transportation Equipment",3.02028218694885e-05,0
"1","3062",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,59.685414
"1","3062",3,"Import","Energy Products",0,0.016268
"1","3062",3,"Import","Machinery, Electric, and Precision Instruments",0,0.165819
"1","3062",3,"Import","Vehicles and Transportation Equipment",0,46.078898
"1","3066",3,"Import","Aggregates",0,21.687764
"1","3066",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,34.368396
"1","3066",3,"Import","Energy Products",0,91.400534
"1","3066",3,"Import","Food, Alcohol and Tobacco",0,8.257901
"1","3071",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",4.46428571428571e-05,0
"1","3071",3,"Import","Machinery, Electric, and Precision Instruments",0.0016739417989418,0
"1","3071",3,"Import","Mixed Freight",4.57451499118166e-05,0
"1","3071",3,"Import","Nonmetallic Mineral and Base Metal Products",6.61375661375661e-06,0
"1","3071",3,"Import","Vehicles and Transportation Equipment",2.13844797178131e-05,0
"1","3072",3,"Import","Aggregates",0,93.145162
"1","3077",3,"Import","Aggregates",0,64.705191
"1","3077",3,"Import","Agriculture and Fish",0,35.955395
"1","3077",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,345.802913
"1","3077",3,"Import","Energy Products",0,174.234966
"1","3077",3,"Import","Food, Alcohol and Tobacco",0,159.072564
"1","3077",3,"Import","Machinery, Electric, and Precision Instruments",0,22.543228
"1","3077",3,"Import","Mixed Freight",0,43.820529
"1","3077",3,"Import","Nonmetallic Mineral and Base Metal Products",0,355.073288
"1","3077",3,"Import","Raw and Finished Wood Products",0,7.643263
"1","3077",3,"Import","Textiles and Leather",0,255.14012
"1","3077",3,"Import","Vehicles and Transportation Equipment",0,13.953659
"1","3079",3,"Import","Agriculture and Fish",0.0206827601410934,0
"1","3079",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00240828924162258,0
"1","3079",3,"Import","Food, Alcohol and Tobacco",0.0020788139329806,0
"1","3079",3,"Import","Machinery, Electric, and Precision Instruments",0.00594576719576719,0
"1","3079",3,"Import","Mixed Freight",0.00432738095238095,0
"1","3079",3,"Import","Nonmetallic Mineral and Base Metal Products",0.00153869047619048,0
"1","3079",3,"Import","Raw and Finished Wood Products",0.000708112874779541,0
"1","3079",3,"Import","Textiles and Leather",0.0709336419753087,0
"1","3079",3,"Import","Vehicles and Transportation Equipment",5.51146384479718e-07,0
"1","3082",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.89902998236332e-05,0
"1","3082",3,"Import","Machinery, Electric, and Precision Instruments",0.00058179012345679,0
"1","3082",3,"Import","Mixed Freight",0.00262466931216931,0
"1","3083",3,"Import","Aggregates",0,1.453075
"1","3083",3,"Import","Agriculture and Fish",0,0.581144
"1","3083",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,2.314301
"1","3083",3,"Import","Energy Products",0,4.303475
"1","3083",3,"Import","Food, Alcohol and Tobacco",0,11.709263
"1","3083",3,"Import","Machinery, Electric, and Precision Instruments",0,1.377325
"1","3083",3,"Import","Mixed Freight",0,0.169781
"1","3083",3,"Import","Nonmetallic Mineral and Base Metal Products",0,24.613299
"1","3083",3,"Import","Raw and Finished Wood Products",0,0.687928
"1","3083",3,"Import","Textiles and Leather",0,7.719463
"1","3083",3,"Import","Vehicles and Transportation Equipment",0,0.084364
"1","3086",3,"Import","Machinery, Electric, and Precision Instruments",5.33509700176367e-05,0
"1","3092",3,"Import","Aggregates",0,115.384716
"1","3095",3,"Import","Machinery, Electric, and Precision Instruments",0.000188602292768959,0
"1","3095",3,"Import","Vehicles and Transportation Equipment",0.00072200176366843,0
"1","3099",3,"Import","Food, Alcohol and Tobacco",0,0.02073
"1","3099",3,"Import","Machinery, Electric, and Precision Instruments",0.000276675485008818,0
"1","3099",3,"Import","Mixed Freight",6.8231922398589e-05,0
"1","3104",3,"Import","Machinery, Electric, and Precision Instruments",0.000242724867724868,0
"1","3104",3,"Import","Mixed Freight",2.64550264550264e-06,0
"1","3104",3,"Import","Nonmetallic Mineral and Base Metal Products",3.1194885361552e-05,0
"1","3104",3,"Import","Vehicles and Transportation Equipment",2.20458553791887e-07,0
"1","3106",3,"Import","Aggregates",0,0.252047
"1","3106",3,"Import","Agriculture and Fish",0,4.297583
"1","3106",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,2.463795
"1","3106",3,"Import","Food, Alcohol and Tobacco",0,21.248412
"1","3106",3,"Import","Machinery, Electric, and Precision Instruments",0.00261607142857143,0.889825
"1","3106",3,"Import","Mixed Freight",0,3.458293
"1","3106",3,"Import","Nonmetallic Mineral and Base Metal Products",0,4.394172
"1","3106",3,"Import","Raw and Finished Wood Products",0,2.704303
"1","3106",3,"Import","Textiles and Leather",0,6.271837
"1","3106",3,"Import","Vehicles and Transportation Equipment",0,2.5427
"1","3108",3,"Import","Agriculture and Fish",0.158260692239859,0
"1","3108",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00677546296296296,0
"1","3108",3,"Import","Food, Alcohol and Tobacco",0.00749393738977073,0
"1","3108",3,"Import","Machinery, Electric, and Precision Instruments",0.0130013227513228,0
"1","3108",3,"Import","Mixed Freight",0.0306374559082893,0
"1","3108",3,"Import","Nonmetallic Mineral and Base Metal Products",0.00542427248677249,0
"1","3108",3,"Import","Raw and Finished Wood Products",0.00314770723104056,0
"1","3108",3,"Import","Textiles and Leather",0.0909606481481482,0
"1","3108",3,"Import","Vehicles and Transportation Equipment",0.00836364638447972,0
"1","3111",3,"Import","Aggregates",0,167.378326
"1","3111",3,"Import","Agriculture and Fish",0,0.208674
"1","3111",3,"Import","Energy Products",0,6.55875
"1","3111",3,"Import","Food, Alcohol and Tobacco",0,0.836725
"1","3111",3,"Import","Machinery, Electric, and Precision Instruments",5.75396825396825e-05,1.676891
"1","3111",3,"Import","Mixed Freight",0,8.330867
"1","3111",3,"Import","Nonmetallic Mineral and Base Metal Products",0,52.593453
"1","3111",3,"Import","Raw and Finished Wood Products",0,28.132888
"1","3111",3,"Import","Textiles and Leather",0,3.892879
"1","3111",3,"Import","Vehicles and Transportation Equipment",0,0.198994
"1","3113",3,"Import","Machinery, Electric, and Precision Instruments",0,0.322537
"1","3113",3,"Import","Mixed Freight",0,0.229844
"1","3113",3,"Import","Nonmetallic Mineral and Base Metal Products",0,0.013504
"1","3117",3,"Import","Machinery, Electric, and Precision Instruments",0.000560846560846561,0
"1","3119",3,"Import","Aggregates",29.3183140432099,312.009725
"1","3119",3,"Import","Agriculture and Fish",0.0136868386243386,1.120584
"1","3119",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",8.76288734567901,441.165555
"1","3119",3,"Import","Energy Products",27.1677783289242,176.07919
"1","3119",3,"Import","Food, Alcohol and Tobacco",1.19032098765432,30.721274
"1","3119",3,"Import","Machinery, Electric, and Precision Instruments",0.0366604938271604,49.874205
"1","3119",3,"Import","Mixed Freight",0.487568342151676,16.217318
"1","3119",3,"Import","Nonmetallic Mineral and Base Metal Products",0.387634810405644,755.443055
"1","3119",3,"Import","Raw and Finished Wood Products",0.0718181216931216,1.524052
"1","3119",3,"Import","Textiles and Leather",0.0282063492063493,3.849188
"1","3119",3,"Import","Vehicles and Transportation Equipment",0.00092526455026455,0
"1","3123",3,"Import","Aggregates",0,0.905534
"1","3123",3,"Import","Agriculture and Fish",0,53.263639
"1","3123",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,219.464884
"1","3123",3,"Import","Energy Products",0,0.11582
"1","3123",3,"Import","Food, Alcohol and Tobacco",0,170.887518
"1","3123",3,"Import","Machinery, Electric, and Precision Instruments",0,27.246612
"1","3123",3,"Import","Mixed Freight",0,10.745061
"1","3123",3,"Import","Nonmetallic Mineral and Base Metal Products",0,60.240377
"1","3123",3,"Import","Raw and Finished Wood Products",0,10.478906
"1","3123",3,"Import","Textiles and Leather",0,274.901713
"1","3123",3,"Import","Vehicles and Transportation Equipment",0,24.595757
"1","3127",3,"Import","Agriculture and Fish",0.00130643738977072,0
"1","3127",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.00031712962962963,0
"1","3127",3,"Import","Food, Alcohol and Tobacco",0.000423390652557319,0
"1","3127",3,"Import","Machinery, Electric, and Precision Instruments",0.00179927248677248,0
"1","3127",3,"Import","Mixed Freight",0.000564373897707231,0
"1","3127",3,"Import","Textiles and Leather",0.00740101410934744,0
"1","3127",3,"Import","Vehicles and Transportation Equipment",0.001418430335097,0
"1","3130",3,"Import","Machinery, Electric, and Precision Instruments",2.76675485008818e-05,0
"1","3133",3,"Import","Mixed Freight",0,0.017469
"1","3135",3,"Import","Nonmetallic Mineral and Base Metal Products",0,0.010286
"1","3141",3,"Import","Aggregates",0,1.505689
"1","3141",3,"Import","Energy Products",0,33.203483
"1","3141",3,"Import","Mixed Freight",0,0.143603
"1","3141",3,"Import","Vehicles and Transportation Equipment",0,0.84
"1","3145",3,"Import","Aggregates",0,4.031721
"1","3145",3,"Import","Agriculture and Fish",0,45.454916
"1","3145",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,4.450807
"1","3145",3,"Import","Energy Products",0,13.488213
"1","3145",3,"Import","Food, Alcohol and Tobacco",0,15.240014
"1","3145",3,"Import","Machinery, Electric, and Precision Instruments",0,1.609044
"1","3145",3,"Import","Mixed Freight",0.00466721781305115,11.120416
"1","3145",3,"Import","Nonmetallic Mineral and Base Metal Products",0,32.160739
"1","3145",3,"Import","Raw and Finished Wood Products",0,4.462399
"1","3145",3,"Import","Textiles and Leather",0,8.740968
"1","3145",3,"Import","Vehicles and Transportation Equipment",0,64.888368
"1","3149",3,"Import","Aggregates",0,0.994353
"1","3149",3,"Import","Nonmetallic Mineral and Base Metal Products",0,13.461905
"1","3156",3,"Import","Vehicles and Transportation Equipment",0,1.772921
"1","3163",3,"Import","Mixed Freight",5.32407407407407e-05,0
"1","3166",3,"Import","Aggregates",0,19.525955
"1","3166",3,"Import","Agriculture and Fish",0,24.636737
"1","3166",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0140322971781305,154.315015
"1","3166",3,"Import","Energy Products",0,1.09961
"1","3166",3,"Import","Food, Alcohol and Tobacco",0,92.900439
"1","3166",3,"Import","Machinery, Electric, and Precision Instruments",0.0641025132275133,15.259887
"1","3166",3,"Import","Mixed Freight",0.649361882716049,49.329873
"1","3166",3,"Import","Nonmetallic Mineral and Base Metal Products",0,80.613307
"1","3166",3,"Import","Raw and Finished Wood Products",0,13.038502
"1","3166",3,"Import","Textiles and Leather",7.1897399691358,744.227092
"1","3166",3,"Import","Vehicles and Transportation Equipment",8.81834215167549e-07,56.040185
"1","3174",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",2.336860670194e-05,0
"1","3174",3,"Import","Food, Alcohol and Tobacco",3.08641975308642e-06,0
"1","3174",3,"Import","Mixed Freight",0.000103835978835979,0
"1","3174",3,"Import","Nonmetallic Mineral and Base Metal Products",4.51940035273369e-06,0
"1","3174",3,"Import","Textiles and Leather",7.26410934744268e-05,0
"1","3175",3,"Import","Vehicles and Transportation Equipment",0,1.408504
"1","3179",3,"Import","Aggregates",0,9.285617
"1","3179",3,"Import","Agriculture and Fish",5.14770723104056e-05,0.034446
"1","3179",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.000125440917107584,0.01536
"1","3179",3,"Import","Food, Alcohol and Tobacco",2.27072310405644e-05,0
"1","3179",3,"Import","Machinery, Electric, and Precision Instruments",0.000351851851851851,0
"1","3179",3,"Import","Mixed Freight",1.21252204585538e-06,0.043228
"1","3179",3,"Import","Nonmetallic Mineral and Base Metal Products",0,23.291209
"1","3179",3,"Import","Textiles and Leather",0.00993551587301587,0
"1","3179",3,"Import","Vehicles and Transportation Equipment",1.45502645502646e-05,0
"1","3181",3,"Import","Nonmetallic Mineral and Base Metal Products",0,0.033579
"1","3185",3,"Import","Nonmetallic Mineral and Base Metal Products",0,3.648194
"1","3185",3,"Import","Raw and Finished Wood Products",0,0.018905
"1","3185",3,"Import","Vehicles and Transportation Equipment",0,5.632363
"1","3187",3,"Import","Aggregates",0,16.439495
"1","3187",3,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,55.359982
"1","3187",3,"Import","Food, Alcohol and Tobacco",0,11.273561
"1","3187",3,"Import","Machinery, Electric, and Precision Instruments",0,6.761191
"1","3187",3,"Import","Mixed Freight",0,2.459029
"1","3187",3,"Import","Raw and Finished Wood Products",0,3.57835
"1","3187",3,"Import","Textiles and Leather",0,0.00206
"1","3190",3,"Import","Textiles and Leather",1.37786596119929e-05,0
"1","4006",4,"Import","Agriculture and Fish",0,9.987283
"1","4006",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,40.145125
"1","4006",4,"Import","Energy Products",0,0.002538
"1","4006",4,"Import","Food, Alcohol and Tobacco",0,2.645244
"1","4006",4,"Import","Machinery, Electric, and Precision Instruments",0,27.509208
"1","4006",4,"Import","Mixed Freight",0,24.940068
"1","4006",4,"Import","Nonmetallic Mineral and Base Metal Products",0,1.657301
"1","4006",4,"Import","Raw and Finished Wood Products",0,1.152924
"1","4006",4,"Import","Textiles and Leather",0,14.731189
"1","4006",4,"Import","Vehicles and Transportation Equipment",0,3.423205
"1","4008",4,"Import","Agriculture and Fish",0,0.835147
"1","4008",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.040681
"1","4008",4,"Import","Food, Alcohol and Tobacco",0,0.002024
"1","4008",4,"Import","Machinery, Electric, and Precision Instruments",0,0.028846
"1","4008",4,"Import","Mixed Freight",0,0.280452
"1","4008",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.01095
"1","4008",4,"Import","Raw and Finished Wood Products",0,0.015466
"1","4008",4,"Import","Textiles and Leather",0,1.676068
"1","4010",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0558165784832452,0
"1","4010",4,"Import","Energy Products",26.0272616843034,0
"1","4010",4,"Import","Food, Alcohol and Tobacco",0.0321990740740741,0
"1","4012",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0295238095238095,0
"1","4012",4,"Import","Food, Alcohol and Tobacco",0.0570149911816578,0
"1","4021",4,"Import","Aggregates",0.0884126984126984,0
"1","4021",4,"Import","Nonmetallic Mineral and Base Metal Products",8.6956832010582,0
"1","4023",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.0025
"1","4023",4,"Import","Vehicles and Transportation Equipment",3.66876388888889,0
"1","4025",4,"Import","Aggregates",0.788420304232805,0
"1","4025",4,"Import","Agriculture and Fish",0.0837030423280423,0
"1","4025",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",10.0063978174603,0
"1","4025",4,"Import","Energy Products",1.0341059303351,0
"1","4025",4,"Import","Food, Alcohol and Tobacco",1.93061298500882,0
"1","4025",4,"Import","Machinery, Electric, and Precision Instruments",0.787372574955908,27.151863
"1","4025",4,"Import","Mixed Freight",0.182502645502646,0.290982
"1","4025",4,"Import","Nonmetallic Mineral and Base Metal Products",5.01749305555556,0
"1","4025",4,"Import","Raw and Finished Wood Products",0.643473544973545,0
"1","4025",4,"Import","Textiles and Leather",2.89247872574956,0
"1","4025",4,"Import","Vehicles and Transportation Equipment",0.600292548500882,0
"1","4027",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.488127
"1","4027",4,"Import","Energy Products",0,0.002142
"1","4027",4,"Import","Machinery, Electric, and Precision Instruments",0,3.507842
"1","4027",4,"Import","Mixed Freight",0,0.078712
"1","4027",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.04461
"1","4027",4,"Import","Raw and Finished Wood Products",0,0.030702
"1","4027",4,"Import","Textiles and Leather",0,1.377749
"1","4027",4,"Import","Vehicles and Transportation Equipment",0,0.029862
"1","4033",4,"Import","Aggregates",6.12940917107584,0
"1","4033",4,"Import","Energy Products",7.2773721340388,0
"1","4035",4,"Import","Agriculture and Fish",0,0.1495
"1","4035",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,1.098891
"1","4035",4,"Import","Food, Alcohol and Tobacco",0,0.954256
"1","4035",4,"Import","Machinery, Electric, and Precision Instruments",0,5.313737
"1","4035",4,"Import","Mixed Freight",0,17.065326
"1","4035",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.096002
"1","4035",4,"Import","Raw and Finished Wood Products",0,0.059647
"1","4035",4,"Import","Textiles and Leather",0,13.300193
"1","4035",4,"Import","Vehicles and Transportation Equipment",0,0.182329
"1","4041",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.1893
"1","4041",4,"Import","Machinery, Electric, and Precision Instruments",0,0.164282
"1","4041",4,"Import","Mixed Freight",0,0.020434
"1","4041",4,"Import","Textiles and Leather",0,0.000933
"1","4046",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.012351
"1","4046",4,"Import","Machinery, Electric, and Precision Instruments",0,0.008105
"1","4055",4,"Import","Food, Alcohol and Tobacco",0,0.042336
"1","4058",4,"Import","Food, Alcohol and Tobacco",0.0322787698412699,0
"1","4058",4,"Import","Machinery, Electric, and Precision Instruments",0.072320987654321,0
"1","4058",4,"Import","Mixed Freight",0.0205680114638448,0
"1","4058",4,"Import","Textiles and Leather",6.61375661375661e-07,0
"1","4058",4,"Import","Vehicles and Transportation Equipment",0.0122002865961199,0
"1","4061",4,"Import","Machinery, Electric, and Precision Instruments",0,0.021448
"1","4061",4,"Import","Mixed Freight",0,0.955473
"1","4061",4,"Import","Raw and Finished Wood Products",0,0.011128
"1","4061",4,"Import","Textiles and Leather",0,0.044806
"1","4061",4,"Import","Vehicles and Transportation Equipment",0,0.094291
"1","4063",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",9.82967647707231,0
"1","4063",4,"Import","Energy Products",0.0186356922398589,0
"1","4063",4,"Import","Machinery, Electric, and Precision Instruments",0.00156448412698413,0
"1","4063",4,"Import","Vehicles and Transportation Equipment",0.377214395943563,0
"1","4067",4,"Import","Aggregates",23.4836378968254,0
"1","4067",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",5.90352876984127,0
"1","4067",4,"Import","Energy Products",15.2216793430335,0
"1","4067",4,"Import","Food, Alcohol and Tobacco",1.0635916005291,0
"1","4070",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.062424
"1","4070",4,"Import","Machinery, Electric, and Precision Instruments",0,1.142006
"1","4070",4,"Import","Mixed Freight",0,0.005905
"1","4070",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.00529
"1","4070",4,"Import","Vehicles and Transportation Equipment",0,0.004578
"1","4073",4,"Import","Aggregates",37.3609320987654,0
"1","4078",4,"Import","Aggregates",39.2918798500882,0
"1","4078",4,"Import","Agriculture and Fish",1.49879651675485,0
"1","4078",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",23.6178047839506,0
"1","4078",4,"Import","Energy Products",30.0124588844797,0
"1","4078",4,"Import","Food, Alcohol and Tobacco",5.12501796737213,0
"1","4078",4,"Import","Machinery, Electric, and Precision Instruments",0.305316909171075,0
"1","4078",4,"Import","Mixed Freight",0.714341380070547,0
"1","4078",4,"Import","Nonmetallic Mineral and Base Metal Products",31.1260208333333,0
"1","4078",4,"Import","Raw and Finished Wood Products",0.600067791005291,0
"1","4078",4,"Import","Textiles and Leather",1.62923974867725,0
"1","4078",4,"Import","Vehicles and Transportation Equipment",0.109310846560847,0
"1","4080",4,"Import","Agriculture and Fish",0,1.900224
"1","4080",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.854864
"1","4080",4,"Import","Food, Alcohol and Tobacco",0,1.788278
"1","4080",4,"Import","Machinery, Electric, and Precision Instruments",0,4.36428
"1","4080",4,"Import","Mixed Freight",0,9.869121
"1","4080",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.391488
"1","4080",4,"Import","Raw and Finished Wood Products",0,0.068955
"1","4080",4,"Import","Textiles and Leather",0,18.00438
"1","4080",4,"Import","Vehicles and Transportation Equipment",0,0.019905
"1","4081",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0,0.014753
"1","4081",4,"Import","Machinery, Electric, and Precision Instruments",0,0.287547
"1","4081",4,"Import","Mixed Freight",0,3.716543
"1","4084",4,"Import","Aggregates",0.267585317460317,0
"1","4084",4,"Import","Agriculture and Fish",0.0351863977072311,0
"1","4084",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.0241339285714286,0
"1","4084",4,"Import","Energy Products",0.489291446208113,0
"1","4084",4,"Import","Food, Alcohol and Tobacco",0.318376873897708,0
"1","4084",4,"Import","Machinery, Electric, and Precision Instruments",0.013185405643739,0
"1","4084",4,"Import","Mixed Freight",0.00611926807760141,0
"1","4084",4,"Import","Nonmetallic Mineral and Base Metal Products",3.15748059964726,0
"1","4084",4,"Import","Raw and Finished Wood Products",0.049847442680776,0
"1","4084",4,"Import","Textiles and Leather",0.0643102954144621,0
"1","4084",4,"Import","Vehicles and Transportation Equipment",0.000667879188712522,0
"1","4085",4,"Import","Machinery, Electric, and Precision Instruments",0,0.010455
"1","4091",4,"Import","Aggregates",15.9810892857143,0
"1","4094",4,"Import","Machinery, Electric, and Precision Instruments",0,0.069541
"1","4094",4,"Import","Vehicles and Transportation Equipment",0,0.012205
"1","4100",4,"Import","Food, Alcohol and Tobacco",0.00106227954144621,0
"1","4100",4,"Import","Machinery, Electric, and Precision Instruments",0,0.28711
"1","4100",4,"Import","Mixed Freight",0,6.180778
"1","4105",4,"Import","Machinery, Electric, and Precision Instruments",0,0.122032
"1","4105",4,"Import","Mixed Freight",0,0.021184
"1","4105",4,"Import","Nonmetallic Mineral and Base Metal Products",0,0.016782
"1","4105",4,"Import","Vehicles and Transportation Equipment",0,0.011994
"1","4107",4,"Import","Aggregates",0.097146164021164,0
"1","4107",4,"Import","Agriculture and Fish",0.218495811287478,0
"1","4107",4,"Import","Chemicals, Pharmaceuticals, Plastics, and Rubber",0.102260582010582,0
"1","4107",4,"Import","Food, Alcohol and Tobacco",1.11934093915344,0
"1","4107",4,"Import","Machinery, Electric, and Precision Instruments",0.00832671957671958,0.29717
